epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.860400846559707,6.593354603591239,3.9235668984188394,12.789808994949244
1,3.1401875019073486,1.920205721369215,36.560509554140125,84.40764334125883
2,2.6788232522468043,1.7659810790286703,43.36305741231153,88.6114649584339
3,2.5644370072508513,1.6050893204682952,49.68152870615577,90.3439491126188
4,2.4327560287632353,1.419846118453202,57.27388531144258,93.70700640830265
5,2.321679317787902,1.6209872148295117,51.00636947048697,90.52229308110134
6,2.2549754070909054,1.2652339995438886,60.91719747652673,94.49681535465702
7,2.190686872560684,1.3695588619238253,58.36942671271646,94.3439491126188
8,2.1476406234584444,1.284111379757049,62.038216589666476,93.42675161179464
9,2.0767754316329956,1.1394255544577434,66.77707004425632,95.38853509987995
10,2.03334086888457,1.6821581126170553,50.3949044294418,91.79617835366801
11,1.993333143730686,1.3105134475914535,61.35031856852732,95.41401280688632
12,1.9632476992803076,1.0127929142174448,70.82802558461572,96.96815298286973
13,1.9177391757703808,0.963465747833252,74.0891720425551,96.78980897551129
14,1.8884242609755633,0.8999886816018706,74.57324841736228,97.12101910828025
15,1.859219248980692,1.394100911784324,60.407643321820885,93.19745219042346
16,1.8428643256017607,0.8948707787550179,74.34394906402393,97.24840771134492
17,1.8199267011799225,1.0730184664240308,69.50318473281375,96.6624203821656
18,1.7911386473538125,0.9500000243278066,73.63057331644046,96.84076444783788
19,1.7718954592534941,0.8941717926863653,74.47133767680758,96.9936306898761
20,1.7439429498698613,0.8505162661090778,74.90445864732098,97.55414018570238
21,1.7441714610138985,1.1794021902418441,69.96178339089558,96.66242039188458
22,1.7191467040205655,0.8547295610160585,75.79617837310596,97.75796184175333
23,1.712644394129923,0.7368515703176997,78.98089175862111,98.06369432582977
24,1.691266856781424,0.7136551088284535,81.22292997518163,98.14012750516272
25,1.6764843137296912,0.8192290568199887,78.54777080754566,97.57961789270875
26,1.6598080527292538,0.7591952396046584,78.42038214616714,97.88535031847134
27,1.649368410241114,0.6603947393074158,82.47133755046092,98.26751592356688
28,1.6367467102939135,0.65334058419914,82.11464974956148,98.24203821656052
29,1.6298387197599018,0.6493176940444169,81.88535039622313,98.31847133757962
30,1.6160441130807954,0.7409209123918206,81.55414015654546,98.39490451691258
31,1.612472801992338,0.7309980028829757,80.28025484510287,98.34394904458598
32,1.5950421013244211,0.7088604307022823,81.42675157291875,98.39490445859873
33,1.6015572596902716,0.7063060223221019,82.08917200367921,97.78343949044586
34,1.5776606095980292,0.6441796368550343,82.19108278310982,98.21656050955414
35,1.5556519733716363,0.5532495988706115,85.27388533088052,98.77707012200811
36,1.5568275631290593,0.6964484757374806,80.56050959301602,98.14012744684888
37,1.5506821919793952,0.6468989000123018,82.77707003453735,98.36942675159236
38,1.5309173374959868,0.7639044671453488,79.33757971502413,97.27388546694615
39,1.5278299246748832,0.687783979329334,81.52866248841498,98.4968152866242
40,1.5408628117548275,0.5528293403546521,85.57961782467594,98.57324846595715
41,1.4933259274861583,0.5581753141029625,84.76433122962904,98.90445865703995
42,1.4989239336693123,0.5439627095392555,85.91082805463464,98.75159241500174
43,1.5095664409741962,0.5724606929387257,85.47770698693148,98.49681534493804
44,1.4919225940965626,0.6376625903472779,83.59235666846014,98.54777070063695
45,1.4775042207273719,0.6028441689576313,84.10191079886856,98.34394904458598
46,1.4784692542193687,0.6449151523857359,84.07643320848987,98.4968152866242
47,1.4676742684351254,0.5147716435201608,86.59872619240147,98.87898089171975
48,1.4709344530758792,0.5360343817388935,86.31847137645552,98.8789809500336
49,1.4665472540136886,0.5294348661838824,86.01273882434626,98.67515923566879
50,1.4493235561945668,0.6079705731428353,83.2101910633646,98.67515923566879
51,1.4458941090596866,0.5401308924529203,86.11464972040456,98.80254777070064
52,1.4413880713998455,0.5137863845582221,87.33757970530516,99.08280260608454
53,1.4352258623462835,0.4919646982326629,87.54140134191817,99.03184713375796
54,1.4268612159441596,0.5309839074740744,87.26114650653426,98.77707006369427
55,1.410957396846928,0.6179424367285079,84.48407652059178,98.42038216560509
56,1.4160374011078927,0.5437275672110782,85.75796180287743,98.92993630573248
57,1.414708193034342,0.49348834956527515,87.10828023533912,98.87898089171975
58,1.4129452901343778,0.4452841315375772,89.09554147902567,99.0828025477707
59,1.4003961445534066,0.5368620222465248,87.03184709488207,98.64968152866243
60,1.39679198395716,0.49594966874760427,87.1847134049531,98.92993636404633
61,1.3994619193142408,0.5037836063591538,87.1592357465416,99.1592356687898
62,1.3813732617521939,0.5494673444511025,86.62420385081298,98.6242038799699
63,1.3912790180885628,0.6291208876470092,85.96178352696121,98.828025477707
64,1.3918288962481773,0.46943411157389353,88.28025479650802,99.03184713375796
65,1.3744071379099807,0.5589654842455676,86.08917197452229,98.6242038799699
66,1.3734393609713202,0.481352993496664,87.51592358631693,99.0828025477707
67,1.362849475586251,0.48088133280444295,88.10191078914958,98.92993630573248
68,1.3661846281730965,0.4803344061268363,87.79617842170083,99.18471337579618
69,1.3679836041306797,0.4544331510507377,88.25477710893959,99.05732484076434
70,1.3642314133578783,0.5071316293166701,87.51592352800309,99.23566878980891
71,1.3486983547471973,0.49785729778040744,88.20382168520787,99.10828025477707
72,1.3514158529778049,0.5219087297293791,86.92993634460838,99.05732484076434
73,1.331815926995996,0.5422275965077102,87.0063693878757,98.90445859872611
74,1.35308118225777,0.4464355574443841,89.29936306704381,98.77707006369427
75,1.3390620407992846,0.5006888989734042,88.78980899494924,98.85350318471338
76,1.3315255250016305,0.4429669946849726,88.5350318665717,98.9554140710527
77,1.3232173984997893,0.7213931343509893,81.57961792186568,98.08917197452229
78,1.3216535620493433,0.5489745128686261,86.9044586764779,98.7515923566879
79,1.3206705998067987,0.5050583320818129,87.31210197886084,99.13375796178345
80,1.3273769176169619,0.5374886970914853,87.1847134049531,99.0828025477707
81,1.3091097596573502,0.48285883317327805,88.07643313073808,98.95541401273886
82,1.3122981672417628,0.5137686674154488,86.39490455578847,98.75159241500174
83,1.3115958269328287,0.4563205502974759,89.14649690275739,99.23566878980891
84,1.3144986384535489,0.5413761718637624,86.08917198424126,98.90445859872611
85,1.3061438309003228,0.49507662564326244,88.28025479650802,98.98089171974522
86,1.296539985970275,0.4963961803989046,88.45859873583362,98.62420382165605
87,1.3050217252888092,0.4305460656220746,89.83439498221038,99.0828025477707
88,1.304247501778276,0.4109225503654237,90.08917193564639,99.26114649681529
89,1.280460197631627,0.4997228668677579,88.53503181797683,99.13375796178345
90,1.291252611434623,0.5050839086474886,88.63694269459718,99.13375796178345
91,1.2785299363201612,0.41547011361000646,89.60509550252537,99.1592356687898
92,1.2842122087739918,0.45871669206649635,89.47770696749353,99.13375796178345
93,1.2774927273188552,0.48008548393371,88.73885352262266,98.95541401273886
94,1.2759102599261558,0.4452333016380383,89.19745229733218,99.21019108280255
95,1.271096500631881,0.4728308340242714,89.07006378173828,99.05732484076434
96,1.2688378291587308,0.4606826536366894,89.6560509262571,99.10828025477707
97,1.2834450006484985,0.48070525732010033,88.20382161717507,99.05732489907817
98,1.273250200977064,0.466733385491523,89.50318473281375,98.92993636404633
99,1.2554187023476377,0.5485222981006477,86.42038219476201,98.21656050955414
100,1.2529092373913282,0.4206429895094246,90.70063690379926,99.1592356687898
101,1.2581696314354465,0.4500879641854839,89.60509560943409,99.05732484076434
102,1.2566685366303953,0.44318330360825653,89.80891715857634,99.03184719207181
103,1.257416011535958,0.5380678721597999,87.18471345354797,99.03184713375796
104,1.2462902852933702,0.48569596276921073,88.78980898523027,99.13375796178345
105,1.2478149067865658,0.46351999622621354,89.29936317395253,99.18471337579618
106,1.245693515424859,0.46242252234820347,88.4076434287296,99.1592356687898
107,1.2601895446646703,0.4805188726657515,89.40127395338314,98.7515923566879
108,1.2431271059872353,0.5425807353987055,88.45859878442849,98.85350318471338
109,1.2467160976096376,0.45110548109765264,89.4777069772125,99.28662420382166
110,1.2500213564258733,0.4454601700784295,90.29299374720094,99.21019108280255
111,1.2247366203020698,0.4661539131061287,88.73885352262266,98.98089171974522
112,1.2447993918640974,0.46796267098681943,89.7834395098838,99.05732484076434
113,1.241553984276236,0.474947335317636,89.04458595810422,99.18471337579618
114,1.2311396141574806,0.44768293837073503,90.19108288029956,99.23566884812276
115,1.2360829000603664,0.4354876684876764,90.16560510526037,98.92993630573248
116,1.2442699148230356,0.40294826167404274,90.64968148978653,99.05732495739201
117,1.229199174332292,0.45262596031662766,89.07006377201931,99.05732489907817
118,1.2310306258397559,0.45733758110908945,89.68152862354448,98.98089177805906
119,1.216486352763764,0.43560834975758933,90.39490441972283,99.28662420382166
120,1.2184356891945616,0.4530169785554242,89.47770702580738,99.1592356687898
121,1.2145974080856532,0.4503203883520357,90.21656057758696,98.90445859872611
122,1.217137527792421,0.47188048551037054,89.98726110762092,99.03184719207181
123,1.2211990340115273,0.45088252025045406,89.68152874017217,99.13375796178345
124,1.2166098927798337,0.4419308919587712,90.26751594300482,99.10828025477707
125,1.2189069480112154,0.43196430199465174,90.62420378278016,99.03184713375796
126,1.213542930067402,0.42265730045403643,90.8280255554588,99.10828025477707
127,1.211389424049691,0.4411806303832182,89.70700643745957,98.9554140710527
128,1.2082615698853585,0.42518624178163567,90.29299364029222,99.13375796178345
129,1.2091514966259265,0.45110268683949856,90.59872613408763,99.26114655512913
130,1.2062036337917799,0.45658676883217636,90.19108287058059,99.28662420382166
131,1.2161131966603946,0.43848425231921445,89.96178352696121,99.13375796178345
132,1.206525779750249,0.5230535532562596,88.66242035300868,99.00636948506543
133,1.2069622082253024,0.4311956262588501,90.24203823599846,99.28662420382166
134,1.1990334007838002,0.41796331709737233,90.8535032527462,99.36305732484077
135,1.2115236324806735,0.3971865911696367,91.21019109252153,99.21019108280255
136,1.1986257115455523,0.4545806511116635,89.93630570332715,99.03184713375796
137,1.1888758923909435,0.4376994050991763,89.7070063888647,99.00636942675159
138,1.2024926290120164,0.4883341955075598,89.50318473281375,98.90445859872611
